Interaction_ID,User_ID,Appliance_ID,Home_Appliance,Category,Event_Type,User_Rating_Given,Purchased,Interaction_Date,Session_Duration_sec,Company,Country,Smart_Feature,WiFi_Connectivity,Voice_Control,App_Control,Energy_Rating,Annual_Energy_Consumption_kWh,Power_Consumption_Watts,Price_INR,Budget_Segment,Warranty_Years,Noise_Level_Category,Noise_Level_dB,Weight_kg,Suitable_Room,Installation_Required,Portable,Child_Lock,Auto_Shutoff,Timer_Function,Inverter_Technology,Color,Material,Size_Category,Remote_Control,Touch_Control,Display_Type,Connectivity,Power_Source,Certifications,User_Rating,Number_of_Reviews,Recommended_For,Maintenance_Level,Lifespan_Years,Eco_Friendly,Made_in_India,After_Sales_Service,Availability,Age_Group,Gender,Occupation,City,Home_Type,Budget_Preference,Smart_Home_Interest,Eco_Conscious,Preferred_Category
9141,U1926,4643,Induction Cooktop,Kitchen,purchase,3.9,1,2024-10-19,,Samsung,South Korea,No,No,No,No,A+,553.1,1569,10000,Mid-Range,3,Ultra Silent (<30 dB),71,62.3,Kitchen,No,No,Yes,Yes,Yes,Yes,Champagne,ABS Plastic,Extra Large,Yes,No,,,Electric,Energy Star,4.9,18229,Working Professionals,Medium,17,Yes,No,Good,Pan India,55+,Female,Homemaker,Pune,Apartment,Mid-Range,No,No,Pet
9142,U0279,4927,Misting Fan,Climate,wishlist,4.9,0,2024-06-28,,Daikin,Japan,No,No,No,No,C,5373.0,3241,44700,Premium,7,Silent (30-40 dB),62,2.9,Bedroom,Yes,No,Yes,Yes,Yes,Yes,Gold,Stainless Steel,Compact,Yes,No,Analog,,Electric,RoHS,4.4,97375,Senior Citizens,High,4,No,No,Excellent,Select Cities,26-35,Female,Working Professional,Mumbai,Independent House,Premium,Yes,No,Laundry
9143,U0931,878,Can Opener,Kitchen,view,,0,2023-12-22,118.0,Bajaj,India,No,No,No,No,A++,4524.0,1821,39900,Premium,2,Loud (56-70 dB),53,42.2,Kitchen,No,Yes,Yes,Yes,Yes,Yes,Blue,Polycarbonate,Compact,Yes,No,LED,,Electric,RoHS,4.9,52675,Students,High,17,Yes,Yes,Average,Pan India,26-35,Female,Business Owner,Delhi,Apartment,Premium,No,No,Pet
9144,U1066,4719,Deep Fryer,Kitchen,purchase,4.9,1,2023-03-12,,Morphy Richards,United Kingdom,No,No,No,No,B,1896.6,1517,96100,Luxury,4,Very Loud (>70 dB),56,18.5,Kitchen,No,No,Yes,Yes,Yes,No,Blue,Aluminum,Small,Yes,Yes,Digital,,Electric,ISI,4.5,87197,Families,Low,15,No,No,Average,Online Only,18-25,Male,Business Owner,Ahmedabad,Apartment,Luxury,No,Yes,Power
9145,U1628,4816,Fabric Shaver,Laundry,add_to_cart,,0,2023-08-08,,Haier,China,No,No,No,No,A+,1263.7,1503,11400,Mid-Range,4,Very Loud (>70 dB),26,9.7,Any,No,No,Yes,Yes,Yes,Yes,Rose Gold,Plastic,Large,Yes,No,,,Electric,BIS,2.7,84925,Bachelors,Medium,5,Yes,No,Average,Online Only,46-55,Male,Homemaker,Hyderabad,PG/Hostel,Mid-Range,No,No,Hobby
9146,U0346,377,Air Quality Monitor,Smart Home,wishlist,3.4,0,2024-09-18,,Wipro,India,Yes,Yes,No,No,A++,31.7,17,4300,Mid-Range,3,Ultra Silent (<30 dB),65,52.1,Living Room,No,No,No,Yes,No,No,Black,Stainless Steel,Compact,Yes,Yes,,Bluetooth,Dual,BIS,3.6,82440,Families,Low,19,Yes,Yes,Good,Select Cities,18-25,Other,Working Professional,Pune,Apartment,Mid-Range,Yes,Yes,Laundry
9147,U1166,3462,Ice Maker,Kitchen,view,,0,2024-04-13,51.0,Kenwood,United Kingdom,No,No,No,No,B,6522.4,2904,28900,Premium,2,Very Loud (>70 dB),59,21.3,Kitchen,No,Yes,Yes,Yes,Yes,Yes,Dark Blue,Cast Iron,Small,Yes,No,,,Electric,Energy Star,4.5,2693,Bachelors,Medium,10,No,No,Average,Pan India,36-45,Male,Homemaker,Hyderabad,PG/Hostel,Premium,Yes,Yes,Pet
9148,U0701,4057,Water Heater,Bathroom,add_to_cart,,0,2024-12-14,,Kenstar,India,No,No,No,No,A+,6811.9,3906,15000,Premium,4,Ultra Silent (<30 dB),60,18.5,Bathroom,Yes,No,No,No,Yes,No,Black,Polycarbonate,Medium,No,No,,,Electric,RoHS,4.1,29464,Bachelors,High,3,Yes,Yes,Excellent,Metro Cities,46-55,Female,Business Owner,Mumbai,Villa,Premium,Yes,No,Security
9149,U0759,1649,Smart Switch,Smart Home,view,,0,2023-10-10,768.0,Aqara,China,Yes,No,No,No,A+,48.0,71,9700,Mid-Range,1,Loud (56-70 dB),68,48.8,Bedroom,No,No,Yes,No,No,No,Dark Blue,Aluminum,Extra Large,Yes,Yes,,,Battery,BIS+ISI,3.0,96025,Smart Home Builders,Low,15,Yes,No,Poor,Metro Cities,46-55,Male,Student,Bangalore,Apartment,Budget,Yes,No,Smart Home
9150,U1103,2432,Hot Plate,Kitchen,view,,0,2024-08-25,121.0,Cuisinart,United States,No,No,No,No,B,851.6,472,28600,Premium,3,Moderate (41-55 dB),42,84.4,Kitchen,No,Yes,Yes,Yes,Yes,No,Grey,Carbon Fiber,Extra Large,No,No,Analog,,Electric,CE+RoHS,3.6,87026,Families,Medium,5,No,No,Excellent,Metro Cities,26-35,Male,Working Professional,Bangalore,Apartment,Premium,Yes,Yes,Hobby
9151,U0222,3723,Window Cleaner Robot,Cleaning,purchase,2.3,1,2023-01-16,,Black & Decker,United States,Yes,No,No,No,A,638.6,586,10800,Mid-Range,4,Ultra Silent (<30 dB),52,13.1,Kitchen,No,No,Yes,No,Yes,Yes,Blue,Cast Iron,Compact,No,Yes,,,Electric,ISI,2.8,66122,Families,High,9,Yes,No,Good,Select Cities,46-55,Female,Student,Lucknow,Apartment,Mid-Range,No,No,Smart Home
9152,U1129,4608,Robot Vacuum,Cleaning,add_to_cart,,0,2024-11-04,,Karcher,Germany,Yes,Yes,Yes,No,B,871.3,947,32600,Premium,3,Loud (56-70 dB),69,60.5,Any,No,No,No,No,Yes,No,Stainless Steel,Mixed,Large,Yes,Yes,,Bluetooth,Electric,CE+RoHS,3.4,93888,Offices,Low,18,No,No,Good,Pan India,18-25,Female,Homemaker,Mumbai,Apartment,Premium,No,Yes,Power
9153,U1878,4440,DVD Player,Entertainment,view,,0,2023-09-25,6.0,OnePlus,China,Yes,Yes,No,Yes,A+++,710.8,481,406100,Luxury,1,Very Loud (>70 dB),78,82.6,Living Room,No,No,No,Yes,No,No,Red,Polycarbonate,Large,Yes,Yes,LED,,Electric,ISI+BIS,3.0,46223,Bachelors,Medium,11,Yes,No,Excellent,Pan India,36-45,Female,Retired,Mumbai,Villa,Mid-Range,No,Yes,Entertainment
9154,U1762,1855,Electric Grill,Kitchen,add_to_cart,,0,2023-03-31,,Pigeon,India,No,No,No,No,A+++,4507.1,2529,17400,Premium,3,Silent (30-40 dB),76,17.8,Kitchen,No,No,Yes,Yes,Yes,No,Champagne,Stainless Steel,Medium,Yes,No,OLED,,Electric,ISI,4.7,27689,Bachelors,High,18,Yes,Yes,Poor,Select Cities,55+,Female,Working Professional,Bangalore,Apartment,Premium,Yes,Yes,Decor
9155,U0439,428,Rowing Machine,Fitness,view,,0,2023-09-29,199.0,NordicTrack,United States,No,No,No,No,A,1148.2,1096,434100,Luxury,1,Moderate (41-55 dB),53,37.1,Basement,No,Yes,No,Yes,Yes,Yes,Matte Black,Carbon Fiber,Medium,Yes,No,OLED,,Electric,BIS+ISI,2.8,70758,Fitness Enthusiasts,High,2,No,No,Excellent,Pan India,18-25,Other,Working Professional,Mumbai,PG/Hostel,Mid-Range,Yes,No,Fitness
9156,U1559,1652,Vacuum Cleaner,Cleaning,add_to_cart,,0,2023-12-30,,Bissell,United States,No,No,No,No,D,983.4,499,64200,Luxury,3,Moderate (41-55 dB),76,26.1,Any,No,Yes,No,No,No,No,Silver,Aluminum,Compact,No,Yes,,,Electric,CE+RoHS,3.9,86098,Pet Owners,Medium,15,No,No,Excellent,Metro Cities,36-45,Male,Student,Jaipur,PG/Hostel,Budget,Yes,Yes,Cleaning
9157,U0233,564,Hair Straightener,Personal Care,purchase,1.9,1,2023-06-18,,Waterpik,United States,Yes,Yes,Yes,Yes,B,148.3,84,36100,Premium,3,Very Loud (>70 dB),57,6.3,Bathroom,No,Yes,No,Yes,No,No,Dark Blue,ABS Plastic,Small,No,Yes,,WiFi,Electric,BIS,2.9,25743,All,High,14,No,No,Excellent,Online Only,36-45,Male,Working Professional,Jaipur,PG/Hostel,Premium,Yes,No,Laundry
9158,U0711,616,Sandwich Maker,Kitchen,view,,0,2023-09-30,49.0,Philips,Netherlands,No,No,No,No,B,407.9,877,51100,Premium,4,Moderate (41-55 dB),77,87.3,Kitchen,No,Yes,Yes,Yes,Yes,Yes,Blue,Polycarbonate,Compact,No,Yes,Digital,,Electric,CE+RoHS,4.0,36611,Families,Medium,4,No,No,Good,Metro Cities,26-35,Female,Homemaker,Delhi,Villa,Premium,No,Yes,Entertainment
9159,U0613,3794,Aquarium Filter,Pet,add_to_cart,,0,2024-06-06,,Sera,Germany,No,No,No,No,A,150.7,65,5800,Mid-Range,1,Loud (56-70 dB),68,36.4,Living Room,No,Yes,Yes,Yes,Yes,No,Matte Black,Plastic,Large,Yes,No,,,Electric,BIS+ISI,3.3,96118,Animal Lovers,High,5,No,No,Average,Select Cities,18-25,Male,Working Professional,Hyderabad,Villa,Mid-Range,Yes,No,Power
9160,U0726,2880,Handheld Vacuum,Cleaning,view,,0,2023-01-01,88.0,iRobot,United States,Yes,Yes,Yes,Yes,A,742.7,851,52300,Premium,3,Ultra Silent (<30 dB),28,13.4,Living Room,No,No,No,No,Yes,No,White,Mixed,Large,No,Yes,,WiFi,Electric,BIS+ISI,2.8,33071,Pet Owners,Low,2,No,No,Excellent,Metro Cities,18-25,Male,Homemaker,Kolkata,Apartment,Premium,No,Yes,Fitness
9161,U1592,2582,Meat Grinder,Kitchen,view,,0,2023-02-15,113.0,Cuisinart,United States,No,No,No,No,A++,2486.0,1014,38500,Premium,4,Ultra Silent (<30 dB),70,26.5,Kitchen,No,Yes,Yes,Yes,Yes,No,Blue,Mixed,Medium,Yes,No,Digital,,Electric,ISI+BIS,2.6,17480,Students,High,3,Yes,No,Excellent,Select Cities,26-35,Male,Homemaker,Ahmedabad,Apartment,Premium,No,Yes,Power
9162,U0702,220,Water Pump,Outdoor,purchase,4.0,1,2024-12-15,,Grundfos,Denmark,No,No,No,No,A+,3468.2,2613,20800,Premium,4,Loud (56-70 dB),42,69.3,Garage,Yes,No,No,No,Yes,Yes,Stainless Steel,Plastic,Large,No,Yes,,,Electric,ISI+BIS,3.5,7882,Pool Owners,Medium,7,Yes,No,Good,Select Cities,36-45,Female,Retired,Jaipur,Apartment,Premium,Yes,No,Laundry
9163,U1768,4498,Landline Phone,Smart Home,purchase,3.9,1,2023-01-20,,Wipro,India,Yes,Yes,Yes,Yes,B,80.1,42,4800,Mid-Range,1,Very Loud (>70 dB),71,38.0,Living Room,No,No,No,Yes,No,No,Stainless Steel,Stainless Steel,Small,Yes,Yes,,,Dual,CE+RoHS,4.1,99893,Tech Enthusiasts,High,13,No,Yes,Poor,Select Cities,18-25,Male,Working Professional,Hyderabad,Apartment,Mid-Range,Yes,Yes,Laundry
9164,U1791,4251,Mini Fridge,Kitchen,purchase,4.1,1,2023-04-01,,Whirlpool,United States,No,No,No,No,A,379.0,607,50800,Premium,3,Moderate (41-55 dB),37,83.3,Kitchen,No,No,Yes,Yes,Yes,Yes,Champagne,Cast Iron,Small,No,Yes,LED,,Electric,CE,3.5,79121,Working Professionals,Medium,17,Yes,No,Good,Online Only,36-45,Female,Working Professional,Hyderabad,Independent House,Premium,No,No,Bathroom
9165,U0328,606,Electric Blanket,Personal Care,view,,0,2023-08-26,397.0,Dyson,United Kingdom,Yes,Yes,Yes,Yes,A+++,925.4,510,22000,Premium,2,Loud (56-70 dB),41,65.7,Bathroom,No,Yes,No,Yes,No,Yes,Matte Black,Glass,Large,No,Yes,,,Electric,ISI,3.4,45333,Women,Low,4,Yes,No,Excellent,Online Only,26-35,Male,Business Owner,Bangalore,PG/Hostel,Premium,No,Yes,Hobby
9166,U1504,3713,Smart Refrigerator,Kitchen,view,,0,2024-07-24,56.0,Cuisinart,United States,Yes,No,No,No,B,2642.6,1698,32500,Premium,2,Moderate (41-55 dB),25,37.6,Kitchen,No,No,Yes,Yes,Yes,No,Gold,Ceramic,Large,No,Yes,OLED,,Electric,BIS,3.0,13917,Couples,Low,19,No,No,Average,Metro Cities,55+,Male,Working Professional,Mumbai,PG/Hostel,Premium,Yes,Yes,Security
9167,U0909,1612,Sandwich Maker,Kitchen,add_to_cart,,0,2023-02-11,,Inalsa,India,No,No,No,No,C,2759.2,2850,6800,Mid-Range,4,Loud (56-70 dB),71,50.2,Kitchen,No,No,Yes,Yes,Yes,No,Champagne,Cast Iron,Small,No,Yes,OLED,,Electric,ISI,3.6,16619,Couples,High,18,No,Yes,Average,Online Only,26-35,Male,Working Professional,Jaipur,Independent House,Mid-Range,No,Yes,Networking
9168,U1342,4233,Power Strip,Power,add_to_cart,,0,2023-09-21,,Exide,India,No,No,No,No,B,744.4,2163,397500,Luxury,3,Moderate (41-55 dB),41,83.2,Any,Yes,Yes,No,No,Yes,No,White,Aluminum,Large,Yes,Yes,,,Electric,CE+RoHS,3.8,52286,Families,High,5,Yes,Yes,Excellent,Online Only,36-45,Female,Retired,Jaipur,Apartment,Premium,No,Yes,Power
9169,U0153,3635,Electric Shaver,Personal Care,view,,0,2023-05-01,2.0,Remington,United States,Yes,Yes,Yes,No,A,131.6,92,5600,Mid-Range,2,Loud (56-70 dB),53,30.8,Bathroom,No,Yes,No,Yes,No,Yes,White,Aluminum,Large,Yes,Yes,,WiFi,Electric,CE+RoHS,4.1,57809,Working Professionals,High,18,No,No,Excellent,Metro Cities,36-45,Male,Homemaker,Chennai,PG/Hostel,Mid-Range,No,No,Personal Care
9170,U0729,3668,Smart Refrigerator,Kitchen,purchase,4.1,1,2023-11-10,,Sage,Australia,Yes,Yes,Yes,No,A++,970.0,1491,10300,Mid-Range,2,Silent (30-40 dB),25,18.2,Kitchen,No,Yes,Yes,Yes,Yes,No,Silver,Ceramic,Small,No,Yes,Analog,Bluetooth,Electric,CE,3.9,30821,Working Professionals,Medium,7,Yes,No,Excellent,Pan India,36-45,Male,Retired,Lucknow,Independent House,Mid-Range,No,Yes,Security
9171,U1078,2622,Drip Coffee Maker,Kitchen,add_to_cart,,0,2024-02-11,,Ninja,United States,No,No,No,No,C,1897.4,1329,59100,Premium,2,Loud (56-70 dB),57,79.0,Kitchen,No,No,Yes,Yes,Yes,No,Grey,ABS Plastic,Compact,No,No,Digital,,Electric,BIS,5.0,30530,Working Professionals,Medium,17,No,No,Good,Select Cities,46-55,Male,Business Owner,Mumbai,Villa,Premium,Yes,Yes,Kitchen
9172,U0041,697,Smart Plug,Smart Home,view,,0,2024-11-18,95.0,Xiaomi,China,Yes,Yes,No,Yes,A++,92.5,66,4300,Mid-Range,3,Silent (30-40 dB),67,17.7,Living Room,No,No,No,No,Yes,Yes,White,Ceramic,Large,Yes,Yes,,Bluetooth,Battery,CE,3.6,99462,Families,Medium,12,Yes,No,Average,Pan India,26-35,Female,Homemaker,Hyderabad,Independent House,Mid-Range,Yes,Yes,Fitness
9173,U1508,3267,Air Quality Monitor,Smart Home,add_to_cart,,0,2024-05-29,,Philips,Netherlands,Yes,Yes,No,Yes,B,12.6,17,7000,Mid-Range,3,Loud (56-70 dB),45,73.6,Living Room,No,No,No,No,No,No,Red,ABS Plastic,Small,Yes,Yes,,Zigbee,Electric,ISI+BIS,2.7,79161,Smart Home Builders,Medium,14,No,No,Excellent,Select Cities,36-45,Female,Student,Bangalore,Apartment,Mid-Range,Yes,Yes,Pet
9174,U0821,3086,Weather Station,Smart Home,add_to_cart,,0,2024-01-16,,Apple,United States,Yes,No,No,No,A+,10.9,21,15200,Premium,1,Very Loud (>70 dB),78,85.8,Any,No,No,No,No,No,No,Dark Blue,Ceramic,Small,Yes,Yes,,,Electric,BIS+ISI,4.8,40681,Bachelors,High,12,Yes,No,Good,Select Cities,26-35,Female,Working Professional,Kolkata,PG/Hostel,Premium,Yes,Yes,Power
9175,U0754,4772,Massage Chair,Personal Care,purchase,2.3,1,2023-11-21,,Philips,Netherlands,Yes,Yes,No,Yes,A++,1097.0,455,24800,Premium,2,Moderate (41-55 dB),40,41.6,Bedroom,No,Yes,Yes,Yes,No,No,Blue,Aluminum,Extra Large,No,Yes,,WiFi,Electric,CE,2.6,63743,Students,Low,2,Yes,No,Excellent,Select Cities,26-35,Female,Working Professional,Kolkata,Apartment,Premium,No,No,Laundry
9176,U0315,3798,Window Cleaner Robot,Cleaning,wishlist,3.9,0,2023-01-10,,Karcher,Germany,Yes,Yes,Yes,Yes,A+++,2532.8,1975,37700,Premium,3,Silent (30-40 dB),35,28.1,Living Room,No,No,No,Yes,Yes,Yes,Champagne,Cast Iron,Small,No,Yes,,WiFi+Bluetooth,Electric,Energy Star,3.9,2953,Offices,Low,3,Yes,No,Average,Pan India,26-35,Male,Working Professional,Ahmedabad,Independent House,Premium,Yes,No,Networking
9177,U1417,3930,Clothesline Dryer,Laundry,add_to_cart,,0,2023-12-11,,Samsung,South Korea,No,No,No,No,A,490.2,653,68400,Luxury,5,Loud (56-70 dB),68,52.2,Any,No,No,Yes,No,Yes,Yes,Champagne,Polycarbonate,Extra Large,Yes,Yes,,,Electric,RoHS,3.5,44330,Working Professionals,High,12,Yes,No,Average,Pan India,36-45,Female,Business Owner,Bangalore,PG/Hostel,Luxury,No,No,Outdoor
9178,U1346,3598,Digital Safe,Security,add_to_cart,,0,2023-08-19,,Hikvision,China,Yes,Yes,No,Yes,A,73.4,39,51100,Premium,3,Silent (30-40 dB),28,56.1,Any,Yes,No,Yes,Yes,Yes,Yes,Rose Gold,Carbon Fiber,Extra Large,Yes,Yes,,Bluetooth,Battery,BIS,2.5,86693,Families,Medium,8,Yes,No,Poor,Metro Cities,26-35,Male,Working Professional,Pune,Apartment,Premium,Yes,No,Pet
9179,U1428,3190,Extension Cord,Power,add_to_cart,,0,2023-04-25,,Schneider Electric,France,No,No,No,No,B,6630.1,3683,359400,Luxury,4,Ultra Silent (<30 dB),57,39.2,Garage,Yes,No,No,Yes,No,No,Gold,Aluminum,Small,Yes,No,,,Electric,ISI+BIS,3.0,50637,Homeowners,High,16,No,No,Excellent,Pan India,36-45,Male,Business Owner,Chennai,Villa,Luxury,No,No,Networking
9180,U1737,964,Panini Press,Kitchen,add_to_cart,,0,2024-06-22,,KitchenAid,United States,No,No,No,No,A,31.6,86,9000,Mid-Range,2,Loud (56-70 dB),47,50.6,Kitchen,No,No,Yes,Yes,Yes,No,Gold,Cast Iron,Extra Large,Yes,No,Digital,,Electric,ISI,3.6,72926,Bachelors,Low,12,No,No,Good,Pan India,36-45,Male,Homemaker,Pune,Apartment,Mid-Range,No,No,Entertainment
9181,U0717,4931,Slow Cooker,Kitchen,wishlist,3.9,0,2023-11-23,,Prestige,India,No,No,No,No,A+,4406.8,2319,93800,Luxury,2,Very Loud (>70 dB),70,20.7,Kitchen,No,Yes,Yes,Yes,Yes,Yes,Matte Black,Plastic,Compact,Yes,No,LED,,Electric,CE+RoHS,4.2,72452,Bachelors,Low,11,Yes,Yes,Average,Select Cities,26-35,Female,Homemaker,Pune,PG/Hostel,Premium,Yes,Yes,Kitchen
9182,U0385,2022,Hot Dog Maker,Kitchen,add_to_cart,,0,2024-06-18,,Bosch,Germany,No,No,No,No,B,347.1,475,4100,Mid-Range,4,Moderate (41-55 dB),55,64.2,Kitchen,No,Yes,Yes,Yes,Yes,Yes,Grey,Mixed,Large,No,Yes,,,Electric,BIS+ISI,4.8,22975,Couples,High,12,No,No,Good,Online Only,18-25,Male,Homemaker,Delhi,Independent House,Mid-Range,No,Yes,Power
9183,U0483,3692,Pool Heater,Outdoor,purchase,2.9,1,2023-03-14,,Texmo,India,Yes,No,No,No,C,953.4,853,8500,Mid-Range,4,Very Loud (>70 dB),76,69.9,Outdoor,Yes,No,Yes,No,Yes,No,Stainless Steel,Stainless Steel,Small,Yes,Yes,,,Electric,Energy Star,3.7,91235,Garden Enthusiasts,Low,7,Yes,Yes,Good,Metro Cities,36-45,Female,Student,Ahmedabad,Independent House,Budget,No,Yes,Outdoor
9184,U1011,2251,Landline Phone,Smart Home,view,,0,2024-06-20,148.0,Wipro,India,Yes,No,No,No,A+,38.2,48,7500,Mid-Range,2,Loud (56-70 dB),62,70.7,Living Room,No,No,Yes,No,Yes,No,Blue,Aluminum,Medium,Yes,Yes,,,Electric,BIS,3.1,53669,Tech Enthusiasts,Medium,9,Yes,Yes,Poor,Metro Cities,46-55,Male,Working Professional,Bangalore,Independent House,Mid-Range,Yes,No,Bathroom
9185,U1868,1377,Door Intercom,Security,add_to_cart,,0,2024-07-05,,Panasonic,Japan,Yes,Yes,No,Yes,B,51.8,75,22500,Premium,3,Ultra Silent (<30 dB),36,22.2,Garage,Yes,No,No,No,Yes,Yes,Black,Aluminum,Extra Large,No,Yes,,Z-Wave,Electric,BIS,3.4,2391,Families,Low,16,No,No,Excellent,Pan India,36-45,Female,Working Professional,Chennai,Apartment,Premium,No,No,Kitchen
9186,U1225,2575,Humidifier,Climate,wishlist,3.9,0,2023-04-13,,Voltas,India,Yes,Yes,Yes,Yes,B,1507.1,1954,113800,Luxury,7,Silent (30-40 dB),51,6.0,Any,Yes,No,Yes,Yes,Yes,Yes,Stainless Steel,Ceramic,Medium,Yes,Yes,LED,Bluetooth,Electric,BIS,4.8,46588,Offices,Medium,13,Yes,Yes,Good,Select Cities,18-25,Male,Working Professional,Mumbai,Villa,Premium,Yes,Yes,Climate
9187,U1327,4991,Mini Washing Machine,Laundry,view,,0,2023-12-20,20.0,IFB,India,No,No,No,No,B,4101.8,2011,35100,Premium,5,Ultra Silent (<30 dB),70,39.7,Utility Room,No,No,Yes,No,Yes,Yes,Matte Black,Ceramic,Compact,No,No,,,Electric,CE,4.5,70251,Families,Medium,4,Yes,Yes,Good,Select Cities,26-35,Male,Working Professional,Bangalore,Apartment,Premium,Yes,Yes,Fitness
9188,U1913,1522,Electric Fireplace,Climate,view,,0,2024-02-08,189.0,Carrier,United States,Yes,Yes,Yes,Yes,A,1431.8,1080,62600,Luxury,7,Silent (30-40 dB),30,68.3,Bedroom,Yes,Yes,Yes,Yes,Yes,Yes,Blue,Plastic,Medium,Yes,Yes,Digital,Zigbee,Electric,BIS,2.9,10821,Offices,Medium,16,Yes,No,Average,Online Only,26-35,Male,Homemaker,Bangalore,Apartment,Mid-Range,No,Yes,Climate
9189,U1425,12,Wall Clock,Decor,purchase,4.2,1,2023-08-14,,Orpat,India,Yes,Yes,No,No,A+++,42.5,28,4600,Mid-Range,2,Very Loud (>70 dB),38,64.7,Living Room,No,No,No,No,No,No,White,Stainless Steel,Large,No,Yes,,WiFi,Dual,CE+RoHS,4.6,5788,Homeowners,Medium,6,Yes,Yes,Excellent,Pan India,26-35,Other,Working Professional,Bangalore,Apartment,Mid-Range,Yes,No,Decor
9190,U0277,4519,Automatic Pet Water Fountain,Pet,purchase,3.4,1,2024-01-23,,Exo Terra,Canada,No,No,No,No,C,115.4,64,11200,Mid-Range,1,Ultra Silent (<30 dB),49,14.8,Living Room,No,No,Yes,No,Yes,Yes,Silver,Stainless Steel,Extra Large,No,No,,,Electric,ISI,3.1,10213,Animal Lovers,Medium,8,Yes,No,Good,Pan India,55+,Male,Student,Pune,PG/Hostel,Budget,No,No,Pet
9191,U1997,1093,Smart Lock,Security,add_to_cart,,0,2023-09-27,,D-Link,Taiwan,Yes,Yes,No,Yes,D,48.9,45,16300,Premium,3,Loud (56-70 dB),76,21.0,Garage,Yes,No,No,Yes,No,No,Grey,Plastic,Large,No,Yes,,WiFi+Bluetooth,Dual,RoHS,2.8,53817,Families,Low,19,No,No,Average,Metro Cities,26-35,Female,Business Owner,Ahmedabad,Independent House,Premium,Yes,No,Fitness
9192,U1665,1896,Citrus Juicer,Kitchen,view,,0,2023-01-17,32.0,Pigeon,India,No,No,No,No,A+,1601.4,1602,5000,Mid-Range,4,Very Loud (>70 dB),39,80.6,Kitchen,No,Yes,Yes,Yes,Yes,Yes,Gold,Polycarbonate,Medium,No,No,Analog,,Electric,ISI+BIS,2.9,31152,Working Professionals,Low,9,Yes,Yes,Average,Online Only,26-35,Male,Working Professional,Hyderabad,Apartment,Mid-Range,Yes,Yes,Cleaning
9193,U1176,389,Pool Pump,Outdoor,view,,0,2023-05-23,66.0,Grundfos,Denmark,Yes,Yes,Yes,No,A+++,7202.0,4101,119600,Luxury,3,Moderate (41-55 dB),32,83.4,Outdoor,Yes,No,No,Yes,Yes,No,Rose Gold,Ceramic,Extra Large,Yes,Yes,,WiFi+Bluetooth,Electric,CE+RoHS,3.3,57857,Pool Owners,Medium,5,Yes,No,Poor,Metro Cities,26-35,Female,Student,Bangalore,Independent House,Budget,Yes,Yes,Outdoor
9194,U1727,438,Smart Hub,Networking,view,,0,2024-05-05,7.0,Amazon,United States,Yes,Yes,Yes,Yes,A+++,92.6,43,11300,Mid-Range,3,Moderate (41-55 dB),70,13.1,Any,No,No,No,No,No,Yes,Rose Gold,Ceramic,Medium,No,Yes,,WiFi,Electric,RoHS,2.9,47941,Students,High,13,Yes,No,Poor,Online Only,26-35,Male,Student,Chennai,PG/Hostel,Mid-Range,Yes,No,Decor
9195,U1397,2416,Massage Chair,Personal Care,view,,0,2024-04-04,30.0,Havells,India,No,No,No,No,D,3943.6,1916,38800,Premium,2,Very Loud (>70 dB),75,86.8,Bedroom,No,Yes,No,Yes,Yes,No,Dark Blue,Mixed,Medium,No,No,,,Electric,CE,3.6,97263,Men,High,5,Yes,Yes,Excellent,Select Cities,26-35,Male,Student,Pune,Independent House,Budget,Yes,No,Personal Care
9196,U0744,733,Range Hood,Kitchen,purchase,4.8,1,2023-08-14,,Pigeon,India,No,No,No,No,A,1288.8,1638,19400,Premium,2,Very Loud (>70 dB),60,33.6,Kitchen,No,No,Yes,Yes,Yes,No,Grey,Ceramic,Small,No,No,OLED,,Electric,CE,4.8,97116,Bachelors,Low,9,Yes,Yes,Average,Select Cities,46-55,Male,Homemaker,Ahmedabad,Apartment,Premium,Yes,No,Laundry
9197,U0552,3576,Massage Chair,Personal Care,add_to_cart,,0,2023-08-18,,Waterpik,United States,No,No,No,No,A++,423.1,321,44800,Premium,2,Very Loud (>70 dB),73,25.8,Bathroom,No,Yes,No,Yes,No,No,Grey,ABS Plastic,Compact,No,No,,,Electric,Energy Star,2.8,75368,Working Professionals,High,14,Yes,No,Poor,Pan India,36-45,Male,Business Owner,Chennai,PG/Hostel,Premium,Yes,No,Tools
9198,U0828,1759,Smart Plug,Smart Home,purchase,3.5,1,2024-12-12,,Wipro,India,Yes,Yes,Yes,No,A++,73.1,38,5300,Mid-Range,1,Moderate (41-55 dB),40,2.3,Any,No,No,Yes,Yes,Yes,Yes,Black,Glass,Small,Yes,Yes,,Zigbee,Battery,BIS+ISI,3.6,79125,Families,High,7,Yes,Yes,Excellent,Select Cities,26-35,Female,Working Professional,Bangalore,Independent House,Mid-Range,Yes,Yes,Hobby
9199,U1287,760,Solo Microwave,Kitchen,view,,0,2024-09-23,12.0,Philips,Netherlands,No,No,No,No,A,3551.3,1575,32700,Premium,2,Silent (30-40 dB),42,82.7,Kitchen,No,No,Yes,Yes,Yes,No,Matte Black,Carbon Fiber,Compact,No,Yes,OLED,,Electric,BIS,3.5,35957,Students,Medium,19,No,No,Poor,Metro Cities,26-35,Female,Business Owner,Jaipur,PG/Hostel,Premium,Yes,Yes,Security
