Interaction_ID,User_ID,Appliance_ID,Home_Appliance,Category,Event_Type,User_Rating_Given,Purchased,Interaction_Date,Session_Duration_sec
9422,U1854,2719,Vacuum Cleaner,Cleaning,add_to_cart,,0,2023-10-02,
9423,U0055,3485,Induction Oven,Kitchen,view,,0,2023-05-02,133.0
9424,U0771,1976,Sous Vide Cooker,Kitchen,view,,0,2024-07-25,288.0
9425,U0946,2123,Portable Air Conditioner,Climate,view,,0,2023-01-03,39.0
9426,U1781,200,Ice Crusher,Kitchen,add_to_cart,,0,2024-10-08,
9427,U1005,120,Smart Oven,Kitchen,view,,0,2024-05-12,67.0
9428,U1735,1990,Carpet Cleaner,Cleaning,purchase,3.2,1,2023-08-20,
9429,U1779,3134,Carbon Monoxide Detector,Security,view,,0,2023-05-27,15.0
9430,U0108,4255,Handheld Vacuum,Cleaning,add_to_cart,,0,2023-06-16,
9431,U0492,472,Pool Heater,Outdoor,view,,0,2023-07-09,47.0
9432,U0740,1679,Water Softener,Bathroom,view,,0,2024-06-15,33.0
9433,U0006,3455,Wall Clock,Decor,view,,0,2023-04-06,17.0
9434,U1831,1309,RO Purifier,Bathroom,purchase,3.3,1,2024-09-17,
9435,U1478,1897,UV Water Purifier,Bathroom,add_to_cart,,0,2024-06-22,
9436,U0395,1595,Mini Fridge,Kitchen,add_to_cart,,0,2024-12-22,
9437,U1329,1589,Mini Washing Machine,Laundry,view,,0,2023-08-04,285.0
9438,U1477,1676,Bread Maker,Kitchen,view,,0,2024-11-09,121.0
9439,U1760,2287,Freezer,Kitchen,wishlist,4.5,0,2024-03-04,
9440,U0594,1181,Smart Oven,Kitchen,add_to_cart,,0,2023-05-19,
9441,U1473,2515,Bidet Seat,Bathroom,purchase,3.9,1,2024-02-11,
9442,U1337,2812,Chapati Maker,Kitchen,purchase,4.4,1,2023-07-23,
9443,U1324,820,Smart Lock,Security,purchase,3.9,1,2024-05-12,
9444,U0402,4594,Air Fryer,Kitchen,view,,0,2023-08-19,44.0
9445,U0503,2458,Robot Vacuum,Cleaning,wishlist,2.7,0,2023-11-25,
9446,U1182,4122,Water Flosser,Personal Care,view,,0,2024-09-22,107.0
9447,U0177,472,Pool Heater,Outdoor,view,,0,2023-08-28,68.0
9448,U1402,3463,Home Automation Controller,Networking,view,,0,2023-09-24,172.0
9449,U1693,3030,Smart Plug,Smart Home,view,,0,2024-09-12,139.0
9450,U1924,1929,Weather Station,Smart Home,add_to_cart,,0,2023-05-04,
9451,U1760,2262,Air Quality Monitor,Smart Home,view,,0,2024-06-04,6.0
9452,U0444,2538,Solar Panel Inverter,Power,view,,0,2024-01-25,38.0
9453,U0042,4956,Electric Grill,Kitchen,purchase,1.9,1,2024-11-14,
9454,U0930,3474,Aquarium Heater,Pet,add_to_cart,,0,2023-10-31,
9455,U0064,726,Set Top Box,Entertainment,view,,0,2024-12-15,10.0
9456,U0126,1527,Weather Station,Smart Home,view,,0,2024-09-25,26.0
9457,U0100,4059,Home Server,Networking,view,,0,2023-09-17,23.0
9458,U1252,2106,Electric Fireplace,Climate,view,,0,2024-07-11,66.0
9459,U0504,3722,Air Quality Monitor,Smart Home,purchase,4.3,1,2024-01-25,
9460,U1177,4578,Hair Dryer,Personal Care,wishlist,4.5,0,2023-12-20,
9461,U0555,1574,Elliptical Trainer,Fitness,purchase,4.0,1,2023-04-22,
9462,U1490,385,Power Strip,Power,view,,0,2023-11-23,56.0
9463,U0048,4153,Electric Pressure Cooker,Kitchen,view,,0,2024-12-01,49.0
9464,U1324,1072,Automatic Pet Water Fountain,Pet,purchase,4.7,1,2023-04-01,
9465,U1497,3131,Electric Vehicle Charger,Power,view,,0,2023-03-05,34.0
9466,U0771,4367,Cold Press Juicer,Kitchen,purchase,3.9,1,2023-02-27,
9467,U1615,2667,Electric Shaver,Personal Care,view,,0,2023-02-01,13.0
9468,U1569,3733,Food Processor,Kitchen,purchase,4.1,1,2024-12-29,
9469,U0631,2390,Water Boiler,Kitchen,purchase,2.5,1,2023-03-29,
9470,U0728,1885,Home Brewing Kit,Hobby,add_to_cart,,0,2023-01-27,
9471,U1116,2404,WiFi Extender,Networking,view,,0,2024-12-10,773.0
9472,U0377,1024,Electric Stove,Kitchen,view,,0,2024-04-09,103.0
9473,U1029,803,Meat Grinder,Kitchen,purchase,2.9,1,2023-10-19,
9474,U1948,4271,Infrared Sauna,Fitness,purchase,3.5,1,2023-05-26,
9475,U0951,3640,Digital Photo Frame,Entertainment,view,,0,2024-06-10,81.0
9476,U1096,1360,Fermentation Crock,Hobby,add_to_cart,,0,2023-05-15,
9477,U1387,3994,Knitting Machine,Hobby,view,,0,2023-12-01,78.0
9478,U0379,4659,Kegerator,Hobby,view,,0,2024-02-06,86.0
9479,U0477,4712,Carpet Cleaner,Cleaning,view,,0,2024-09-16,44.0
9480,U0502,2846,Sous Vide Cooker,Kitchen,purchase,4.1,1,2023-10-25,
9481,U1285,4942,Soundbar,Entertainment,view,,0,2023-06-30,6.0
9482,U1111,420,Stand Mixer,Kitchen,add_to_cart,,0,2024-10-12,
9483,U0154,2286,Water Heater,Bathroom,wishlist,4.0,0,2024-01-24,
9484,U0969,3477,Tower Fan,Climate,view,,0,2024-10-20,180.0
9485,U1626,1181,Smart Oven,Kitchen,add_to_cart,,0,2023-01-14,
9486,U1030,1447,Garbage Disposal,Kitchen,add_to_cart,,0,2023-08-12,
9487,U0923,312,Tower Fan,Climate,view,,0,2024-08-09,46.0
9488,U1495,3666,Robot Vacuum,Cleaning,view,,0,2023-05-13,3.0
9489,U1750,3970,Water Boiler,Kitchen,add_to_cart,,0,2023-02-27,
9490,U1189,2581,Wall Clock,Decor,view,,0,2023-10-17,23.0
9491,U0573,3007,RO Purifier,Bathroom,view,,0,2023-02-09,215.0
9492,U0399,4599,Can Opener,Kitchen,add_to_cart,,0,2024-07-26,
9493,U0914,1330,Massage Chair,Personal Care,view,,0,2023-05-14,31.0
9494,U0917,2622,Drip Coffee Maker,Kitchen,add_to_cart,,0,2023-09-11,
9495,U1803,1074,Built In Refrigerator,Kitchen,purchase,5.0,1,2023-11-20,
9496,U0841,3033,Home Server,Networking,add_to_cart,,0,2024-03-16,
9497,U0043,1557,Sump Pump,Outdoor,purchase,4.2,1,2024-09-09,
9498,U0407,1068,Fan,Climate,purchase,3.4,1,2023-08-06,
9499,U1786,1629,Smart Plug,Smart Home,purchase,4.4,1,2024-07-04,
9500,U1586,1552,Espresso Machine,Kitchen,purchase,4.3,1,2023-09-30,
9501,U1619,2201,Angle Grinder,Tools,purchase,4.8,1,2024-02-01,
9502,U1454,903,Aquarium Filter,Pet,add_to_cart,,0,2024-06-08,
9503,U1418,274,Slow Cooker,Kitchen,view,,0,2023-08-13,126.0
9504,U0869,3893,Home Automation Controller,Networking,view,,0,2023-09-28,2.0
9505,U1594,3685,Air Purifier,Climate,add_to_cart,,0,2024-04-08,
9506,U1096,2905,Kombucha Maker,Hobby,add_to_cart,,0,2023-03-28,
9507,U0811,832,Washing Machine,Laundry,purchase,4.1,1,2023-11-26,
9508,U0982,3993,Modem,Networking,add_to_cart,,0,2024-08-03,
9509,U0541,2529,Space Heater,Climate,view,,0,2023-09-11,180.0
9510,U0636,4767,Milk Frother,Kitchen,add_to_cart,,0,2024-05-27,
9511,U0035,4465,Electric Tandoor,Kitchen,add_to_cart,,0,2023-11-08,
9512,U1001,3391,Milk Frother,Kitchen,purchase,3.5,1,2023-03-09,
9513,U0555,1046,Air Fryer,Kitchen,purchase,2.9,1,2024-11-05,
9514,U0608,3975,Handheld Vacuum,Cleaning,purchase,4.8,1,2023-11-13,
9515,U0830,1255,Exercise Bike,Fitness,view,,0,2024-07-01,97.0
9516,U0250,3471,Smart Vacuum,Cleaning,wishlist,1.5,0,2024-08-28,
9517,U0129,552,Refrigerator,Kitchen,wishlist,3.4,0,2024-08-14,
9518,U1308,2094,Electric Stove,Kitchen,add_to_cart,,0,2024-07-14,
9519,U1671,1030,Fan,Climate,view,,0,2024-08-16,52.0
9520,U0027,3261,Automatic Pet Water Fountain,Pet,purchase,3.0,1,2023-11-09,
9521,U0421,1624,Ice Cream Maker,Kitchen,view,,0,2023-06-08,153.0
9522,U0829,3675,Fan,Climate,purchase,4.0,1,2023-10-26,
9523,U1629,640,Egg Cooker,Kitchen,view,,0,2024-10-11,109.0
9524,U1235,3195,Massage Chair,Personal Care,purchase,4.3,1,2024-03-17,
9525,U1941,1376,Countertop Dishwasher,Cleaning,purchase,4.4,1,2023-08-12,
9526,U0704,1819,Refrigerator,Kitchen,wishlist,5.0,0,2023-01-18,
9527,U1446,551,Router,Networking,wishlist,4.5,0,2023-02-19,
9528,U1904,299,Door Intercom,Security,view,,0,2024-10-01,168.0
9529,U1570,4316,Smart Garage Door Opener,Security,purchase,5.0,1,2023-09-14,
9530,U1292,3120,Tea Maker,Kitchen,wishlist,4.9,0,2023-09-29,
9531,U0455,1490,Ceiling Fan,Climate,purchase,4.1,1,2023-06-27,
9532,U1806,4495,Clothes Dryer,Laundry,view,,0,2024-07-05,36.0
9533,U1384,3791,Window Air Conditioner,Climate,purchase,4.9,1,2024-02-24,
9534,U0709,642,Door Intercom,Security,purchase,4.4,1,2023-11-19,
9535,U0603,2834,Range Hood,Kitchen,view,,0,2023-02-04,103.0
9536,U0254,3897,Hair Straightener,Personal Care,purchase,4.7,1,2023-12-12,
9537,U1797,4607,Booster Pump,Outdoor,purchase,5.0,1,2023-08-03,
9538,U1914,2890,UPS,Power,view,,0,2023-03-13,166.0
9539,U0505,1652,Vacuum Cleaner,Cleaning,add_to_cart,,0,2024-01-27,
9540,U1918,2177,Shoe Dryer,Laundry,view,,0,2023-10-04,0.0
9541,U0928,302,Popcorn Maker,Kitchen,purchase,4.5,1,2024-12-17,
9542,U0996,3073,Electric Skillet,Kitchen,add_to_cart,,0,2023-03-03,
9543,U0117,1550,Cooktop,Kitchen,view,,0,2023-04-19,16.0
9544,U0633,3391,Milk Frother,Kitchen,purchase,3.4,1,2024-10-28,
9545,U0840,1868,Network Attached Storage,Networking,purchase,4.4,1,2023-10-09,
9546,U1420,4094,Roti Maker,Kitchen,view,,0,2024-08-13,94.0
9547,U1979,280,Smart Plug,Smart Home,wishlist,5.0,0,2023-06-26,
9548,U1642,1623,UV Water Purifier,Bathroom,add_to_cart,,0,2023-03-26,
9549,U1583,1426,Smart Hub,Networking,add_to_cart,,0,2024-02-19,
9550,U0433,227,RO Purifier,Bathroom,view,,0,2023-06-18,149.0
9551,U1067,2217,Hair Curler,Personal Care,view,,0,2023-07-20,105.0
9552,U1223,2637,Water Boiler,Kitchen,add_to_cart,,0,2023-01-24,
9553,U0042,7,Mixer Grinder,Kitchen,add_to_cart,,0,2024-09-10,
9554,U0197,268,Hand Mixer,Kitchen,add_to_cart,,0,2024-08-03,
9555,U0159,2755,Heating Pad,Personal Care,view,,0,2024-03-12,43.0
9556,U0276,3897,Hair Straightener,Personal Care,view,,0,2024-12-07,70.0
9557,U0728,164,Landline Phone,Smart Home,purchase,5.0,1,2023-08-27,
9558,U0090,3823,Epilator,Personal Care,add_to_cart,,0,2024-01-08,
9559,U1682,1481,Heater,Climate,purchase,5.0,1,2023-01-10,
9560,U1170,4510,Sprinkler System,Tools,wishlist,2.7,0,2024-01-02,
9561,U1263,946,Emergency Light,Security,view,,0,2023-01-09,196.0
9562,U1250,4115,Roti Maker,Kitchen,view,,0,2024-03-26,227.0
9563,U1613,50,Air Fryer,Kitchen,purchase,4.1,1,2024-05-02,
9564,U1346,321,Epilator,Personal Care,wishlist,3.9,0,2024-03-12,
9565,U0792,4177,Home Automation Controller,Networking,add_to_cart,,0,2023-08-23,
9566,U1844,4749,Smart Bulb,Smart Home,view,,0,2023-01-26,384.0
9567,U0581,3550,3D Printer,Hobby,view,,0,2023-08-19,218.0
9568,U0337,3994,Knitting Machine,Hobby,purchase,3.6,1,2024-05-01,
9569,U1119,4752,Portable Dishwasher,Cleaning,purchase,4.1,1,2023-05-22,
9570,U1187,3407,Electric Shaver,Personal Care,view,,0,2023-10-02,43.0
9571,U1981,2170,Panini Press,Kitchen,purchase,2.9,1,2024-09-15,
9572,U0679,1311,Epilator,Personal Care,purchase,4.0,1,2023-07-10,
9573,U1584,3261,Automatic Pet Water Fountain,Pet,view,,0,2024-11-06,181.0
9574,U0065,4734,Smart Garage Door Opener,Security,add_to_cart,,0,2024-09-28,
9575,U1431,417,Water Pump,Outdoor,view,,0,2024-12-06,347.0
9576,U1809,4590,Carpet Cleaner,Cleaning,view,,0,2023-10-25,10.0
9577,U0314,754,Handheld Vacuum,Cleaning,view,,0,2024-05-22,30.0
9578,U0737,4602,Aquarium Heater,Pet,add_to_cart,,0,2024-11-13,
9579,U2000,329,Can Opener,Kitchen,purchase,3.9,1,2024-11-24,
9580,U0870,1960,Chainsaw,Tools,view,,0,2024-04-09,14.0
9581,U0372,1697,Steam Cleaner,Cleaning,view,,0,2024-09-05,260.0
9582,U0066,3866,Smart Hub,Networking,purchase,4.1,1,2023-09-04,
9583,U1916,1046,Air Fryer,Kitchen,add_to_cart,,0,2023-01-26,
9584,U1963,978,Smart Curtain Motor,Smart Home,purchase,4.0,1,2024-04-08,
9585,U1945,2882,Hair Dryer,Personal Care,wishlist,3.4,0,2023-02-27,
9586,U0912,365,Milk Frother,Kitchen,view,,0,2024-04-04,228.0
9587,U0288,427,Fan,Climate,purchase,2.3,1,2023-08-20,
9588,U0343,2542,Mixer Grinder,Kitchen,view,,0,2023-07-21,667.0
9589,U0657,2406,Bladeless Fan,Climate,purchase,3.3,1,2024-07-16,
9590,U1351,4481,Window Air Conditioner,Climate,view,,0,2024-02-29,48.0
9591,U1443,1410,Electric Knife,Kitchen,view,,0,2023-04-19,113.0
9592,U1758,3998,Wall Clock,Decor,add_to_cart,,0,2024-10-08,
9593,U1084,1850,Vacuum Sealer,Kitchen,add_to_cart,,0,2023-06-08,
9594,U0193,831,Towel Warmer,Bathroom,view,,0,2024-08-06,58.0
9595,U0374,2244,Geyser,Bathroom,add_to_cart,,0,2023-11-15,
9596,U1894,2435,Aquarium Filter,Pet,purchase,3.7,1,2024-08-13,
9597,U0351,4594,Air Fryer,Kitchen,purchase,3.0,1,2023-08-23,
9598,U1460,313,Bread Maker,Kitchen,view,,0,2023-07-15,246.0
9599,U0971,2849,Projector,Entertainment,view,,0,2024-03-28,191.0
9600,U0794,164,Landline Phone,Smart Home,purchase,4.8,1,2024-10-20,
9601,U1257,3460,Electric Fireplace,Climate,purchase,4.4,1,2023-03-01,
9602,U0211,1938,Scanner,Tools,purchase,4.4,1,2023-10-22,
9603,U0721,4200,Window Cleaner Robot,Cleaning,purchase,4.6,1,2023-09-25,
9604,U0931,938,Smart Refrigerator,Kitchen,wishlist,4.4,0,2024-12-16,
9605,U1189,708,Smart Plug,Smart Home,purchase,4.4,1,2024-06-13,
9606,U0117,3226,Food Processor,Kitchen,view,,0,2023-03-10,173.0
9607,U1307,376,Trash Compactor,Kitchen,add_to_cart,,0,2023-03-27,
9608,U1451,3998,Wall Clock,Decor,purchase,2.3,1,2024-11-02,
9609,U0331,1243,Massager,Personal Care,add_to_cart,,0,2023-10-25,
9610,U1345,2310,Coffee Maker,Kitchen,view,,0,2023-07-07,3.0
9611,U0518,2254,Sprinkler System,Tools,wishlist,4.7,0,2023-01-13,
9612,U1879,306,Massager,Personal Care,view,,0,2024-07-08,28.0
9613,U0742,2664,Smart Bulb,Smart Home,view,,0,2024-04-24,33.0
9614,U0961,301,Window Cleaner Robot,Cleaning,purchase,2.6,1,2023-09-02,
9615,U1792,3188,Extension Cord,Power,view,,0,2024-03-25,61.0
9616,U1087,4908,Massage Chair,Personal Care,add_to_cart,,0,2023-10-15,
9617,U1628,2899,Grill Microwave,Kitchen,view,,0,2024-12-26,17.0
9618,U0608,2128,Pressure Washer,Cleaning,purchase,4.2,1,2024-02-03,
9619,U0553,2710,Electric Fireplace,Climate,view,,0,2023-08-04,37.0
9620,U1225,941,Electric Tandoor,Kitchen,view,,0,2024-06-28,2.0
9621,U0250,3476,Smart Refrigerator,Kitchen,view,,0,2023-11-26,104.0
9622,U1574,1135,Smart Air Conditioner,Climate,view,,0,2024-05-25,89.0
9623,U1952,1353,Steam Cleaner,Cleaning,add_to_cart,,0,2023-03-05,
9624,U0283,3041,Baby Food Maker,Kitchen,purchase,3.5,1,2024-04-11,
9625,U1505,2252,Electric Skillet,Kitchen,view,,0,2023-08-08,39.0
9626,U1602,3727,Water Flosser,Personal Care,view,,0,2023-12-23,364.0
9627,U1957,533,Food Processor,Kitchen,add_to_cart,,0,2024-07-22,
9628,U0774,4523,Water Heater,Bathroom,add_to_cart,,0,2023-06-02,
9629,U0756,1758,Modem,Networking,wishlist,4.1,0,2023-04-28,
9630,U0404,4433,Espresso Machine,Kitchen,purchase,3.4,1,2024-09-27,
9631,U0919,548,Paper Shredder,Tools,purchase,4.2,1,2024-04-09,
9632,U1063,252,Vacuum Cleaner,Cleaning,purchase,4.0,1,2023-11-24,
9633,U0785,964,Panini Press,Kitchen,view,,0,2023-03-11,431.0
9634,U0494,3999,Coffee Grinder,Kitchen,view,,0,2024-04-07,83.0
9635,U0673,4597,Mixer Grinder,Kitchen,view,,0,2024-11-08,106.0
9636,U1877,1720,Dough Maker,Kitchen,purchase,4.0,1,2024-12-09,
9637,U1873,1917,Streaming Device,Entertainment,purchase,4.6,1,2024-09-15,
9638,U0182,3933,Lint Remover,Laundry,view,,0,2023-06-07,10.0
9639,U1448,3650,UPS,Power,view,,0,2024-03-29,97.0
9640,U0094,3959,Induction Oven,Kitchen,view,,0,2024-03-03,53.0
9641,U1632,2055,Tankless Water Heater,Bathroom,wishlist,5.0,0,2023-12-27,
9642,U0743,3261,Automatic Pet Water Fountain,Pet,purchase,3.5,1,2024-05-08,
9643,U1432,3888,Misting Fan,Climate,wishlist,2.0,0,2024-04-16,
9644,U0283,2526,Treadmill,Fitness,purchase,3.3,1,2023-05-03,
9645,U0162,1963,Infrared Sauna,Fitness,purchase,4.1,1,2023-12-17,
9646,U0500,3993,Modem,Networking,add_to_cart,,0,2023-12-28,
9647,U1550,1796,Misting Fan,Climate,purchase,3.9,1,2023-07-15,
9648,U0787,1135,Smart Air Conditioner,Climate,wishlist,4.2,0,2023-06-08,
9649,U1022,1786,Steam Cleaner,Cleaning,view,,0,2023-06-01,183.0
9650,U0248,2523,Infrared Sauna,Fitness,wishlist,5.0,0,2023-08-31,
9651,U1656,4226,Power Strip,Power,view,,0,2023-10-30,18.0
9652,U0890,4126,Smoke Detector,Security,wishlist,4.3,0,2024-04-10,
9653,U1464,4692,Electric Oven,Kitchen,add_to_cart,,0,2024-10-26,
9654,U0314,4894,Pressure Washer,Cleaning,add_to_cart,,0,2024-05-07,
9655,U1085,1061,Chainsaw,Tools,purchase,3.3,1,2024-08-19,
9656,U1830,518,Electric Grill,Kitchen,view,,0,2024-06-26,86.0
9657,U0419,3346,Paper Shredder,Tools,view,,0,2024-01-07,18.0
9658,U0391,1436,Built In Oven,Kitchen,wishlist,4.4,0,2023-03-17,
9659,U0942,4059,Home Server,Networking,view,,0,2023-07-20,70.0
9660,U1346,2088,Pet Feeder,Pet,purchase,4.8,1,2024-06-16,
9661,U0424,2069,Aquarium Heater,Pet,view,,0,2023-06-04,156.0
9662,U0426,3678,Soundbar,Entertainment,view,,0,2024-08-13,62.0
9663,U1493,1564,Window Air Conditioner,Climate,wishlist,5.0,0,2023-04-07,
9664,U0812,4897,Dough Maker,Kitchen,add_to_cart,,0,2024-08-29,
9665,U0735,3586,Washer Dryer Combo,Laundry,view,,0,2024-08-11,305.0
9666,U0742,2627,Washing Machine,Laundry,purchase,4.3,1,2023-11-06,
9667,U0894,3242,OTG Oven,Kitchen,add_to_cart,,0,2024-07-20,
9668,U1400,964,Panini Press,Kitchen,view,,0,2024-10-08,203.0
9669,U0518,785,Angle Grinder,Tools,view,,0,2024-04-17,2.0
9670,U1824,2060,Alarm Clock,Decor,purchase,2.5,1,2024-12-17,
9671,U1853,1648,Kegerator,Hobby,add_to_cart,,0,2023-06-09,
9672,U0457,325,Vacuum Cleaner,Cleaning,view,,0,2024-09-09,285.0
9673,U1733,386,Trimmer,Personal Care,view,,0,2023-10-19,159.0
9674,U0108,4186,Epilator,Personal Care,purchase,4.3,1,2024-12-28,
9675,U1717,1959,Window Cleaner Robot,Cleaning,add_to_cart,,0,2023-12-02,
9676,U1743,286,Epilator,Personal Care,purchase,4.5,1,2023-01-16,
9677,U0275,323,Landline Phone,Smart Home,purchase,3.9,1,2023-06-29,
9678,U0745,3076,Pool Pump,Outdoor,view,,0,2023-04-15,64.0
9679,U1160,2755,Heating Pad,Personal Care,add_to_cart,,0,2024-07-23,
9680,U1377,960,Epilator,Personal Care,add_to_cart,,0,2023-05-31,
9681,U1215,2368,Blender,Kitchen,wishlist,4.2,0,2024-03-25,
9682,U0729,208,Smart Lock,Security,view,,0,2023-05-18,54.0
9683,U0795,439,Popcorn Maker,Kitchen,add_to_cart,,0,2023-09-09,
9684,U0762,4126,Smoke Detector,Security,view,,0,2024-10-06,27.0
9685,U0658,3250,Electric Tandoor,Kitchen,view,,0,2023-01-28,98.0
9686,U1437,1115,Soundbar,Entertainment,purchase,5.0,1,2023-08-02,
9687,U0256,823,Blender,Kitchen,view,,0,2023-11-12,194.0
9688,U1115,1779,Misting Fan,Climate,view,,0,2023-05-27,214.0
9689,U1394,2766,Water Dispenser,Kitchen,wishlist,3.9,0,2024-08-12,
9690,U0572,4439,Chainsaw,Tools,view,,0,2024-01-14,77.0
9691,U1592,2518,Hair Straightener,Personal Care,add_to_cart,,0,2023-04-15,
9692,U1964,4611,Aquarium Filter,Pet,add_to_cart,,0,2024-03-01,
9693,U0750,4159,Projector,Entertainment,purchase,4.1,1,2024-07-31,
9694,U1880,1622,Tea Maker,Kitchen,purchase,3.5,1,2023-12-29,
9695,U0772,2712,Water Flosser,Personal Care,view,,0,2024-03-04,26.0
9696,U0817,3163,Electric Shaver,Personal Care,purchase,4.3,1,2023-11-23,
9697,U1348,3638,Electric Skillet,Kitchen,purchase,3.3,1,2024-10-21,
9698,U0292,3519,Hot Dog Maker,Kitchen,view,,0,2024-09-13,25.0
9699,U0950,1455,Garbage Disposal,Kitchen,view,,0,2023-12-24,114.0
9700,U1621,3632,Air Quality Monitor,Smart Home,view,,0,2023-04-17,90.0
9701,U1150,4608,Robot Vacuum,Cleaning,purchase,3.4,1,2024-10-06,
9702,U1396,4856,WiFi Extender,Networking,view,,0,2023-12-30,142.0
9703,U0748,4571,Water Softener,Bathroom,view,,0,2024-08-20,43.0
9704,U0637,4285,Leaf Blower,Tools,view,,0,2024-09-05,205.0
9705,U0763,1978,Hair Dryer,Personal Care,add_to_cart,,0,2024-05-20,
9706,U1673,4918,Automatic Pet Water Fountain,Pet,view,,0,2023-09-04,4.0
9707,U0815,4222,Smart Refrigerator,Kitchen,view,,0,2023-12-10,11.0
9708,U0880,3041,Baby Food Maker,Kitchen,view,,0,2023-01-02,14.0
9709,U1184,4945,Network Attached Storage,Networking,purchase,4.4,1,2023-07-19,
9710,U0472,2504,Water Flosser,Personal Care,add_to_cart,,0,2023-07-14,
9711,U1051,1685,Aquarium Filter,Pet,add_to_cart,,0,2024-01-19,
9712,U1145,3209,Slush Machine,Hobby,view,,0,2024-03-08,124.0
9713,U1584,4568,Espresso Machine,Kitchen,add_to_cart,,0,2023-12-23,
9714,U0126,2778,Trash Compactor,Kitchen,view,,0,2024-06-30,241.0
9715,U0943,2244,Geyser,Bathroom,purchase,5.0,1,2024-04-30,
9716,U1021,4457,Trash Compactor,Kitchen,view,,0,2024-02-21,82.0
9717,U1438,2552,Citrus Juicer,Kitchen,purchase,4.3,1,2023-12-30,
9718,U1428,2155,Cold Press Juicer,Kitchen,add_to_cart,,0,2024-05-09,
9719,U0483,2365,Weather Station,Smart Home,wishlist,3.4,0,2024-02-19,
9720,U0626,4183,Water Flosser,Personal Care,view,,0,2024-04-07,97.0
9721,U0543,4050,Home Automation Controller,Networking,view,,0,2024-07-11,11.0
9722,U1609,581,Pet Feeder,Pet,view,,0,2023-12-01,3.0
9723,U1594,387,Electric Lunch Box,Kitchen,view,,0,2024-10-27,169.0
9724,U0627,2134,Massage Chair,Personal Care,view,,0,2024-04-17,115.0
9725,U0013,2271,Smart Plug,Smart Home,view,,0,2023-05-29,46.0
9726,U1435,1483,Window Cleaner Robot,Cleaning,purchase,3.2,1,2024-06-23,
9727,U1409,2580,WiFi Extender,Networking,purchase,5.0,1,2024-07-30,
9728,U1705,1343,Lint Remover,Laundry,view,,0,2023-11-25,119.0
9729,U0027,1841,Sandwich Maker,Kitchen,view,,0,2023-02-11,222.0
9730,U0814,3632,Air Quality Monitor,Smart Home,view,,0,2023-10-23,105.0
9731,U1938,4497,Smart Hub,Networking,view,,0,2023-02-08,165.0
9732,U0301,2694,Milk Frother,Kitchen,view,,0,2023-06-05,79.0
9733,U1456,3772,Modem,Networking,view,,0,2023-04-28,227.0
9734,U1336,474,Soundbar,Entertainment,purchase,3.6,1,2024-06-04,
9735,U1627,4657,Air Quality Monitor,Smart Home,view,,0,2024-08-12,119.0
9736,U0799,2033,Geyser,Bathroom,purchase,4.5,1,2023-08-10,
9737,U1177,4976,Panini Press,Kitchen,view,,0,2023-09-24,159.0
9738,U0011,1465,Handheld Vacuum,Cleaning,view,,0,2023-10-05,174.0
9739,U1110,2841,Bread Maker,Kitchen,add_to_cart,,0,2024-07-06,
9740,U0564,3953,Voltage Stabilizer,Power,wishlist,3.2,0,2023-02-22,
9741,U1812,1753,Smart Speaker,Entertainment,purchase,4.8,1,2024-06-18,
9742,U0484,4212,Pool Pump,Outdoor,purchase,2.8,1,2023-12-18,
9743,U0514,4678,Smart Washer,Laundry,view,,0,2023-03-08,52.0
9744,U0903,4871,Jacuzzi Pump,Bathroom,add_to_cart,,0,2024-07-30,
9745,U1041,546,Electric Mop,Cleaning,add_to_cart,,0,2024-11-26,
9746,U0133,527,Heating Pad,Personal Care,add_to_cart,,0,2024-09-24,
9747,U0935,2426,Smart Washer,Laundry,purchase,4.3,1,2024-04-21,
9748,U1327,3621,Carpet Cleaner,Cleaning,purchase,5.0,1,2023-03-25,
9749,U0366,3899,Automatic Pet Water Fountain,Pet,purchase,2.5,1,2023-02-21,
9750,U0648,4828,Grill Microwave,Kitchen,view,,0,2023-06-15,17.0
9751,U0748,2065,Portable Dishwasher,Cleaning,add_to_cart,,0,2024-12-28,
9752,U0907,1189,Smart Bulb,Smart Home,purchase,4.1,1,2023-07-10,
9753,U0198,3488,Sewing Machine,Hobby,view,,0,2023-06-27,217.0
9754,U0956,3370,Blender,Kitchen,add_to_cart,,0,2023-05-01,
9755,U0886,2074,Garage Door Motor,Outdoor,add_to_cart,,0,2024-03-08,
9756,U0127,75,Clock,Decor,purchase,3.6,1,2023-02-21,
9757,U1077,561,UV Water Purifier,Bathroom,view,,0,2023-12-19,156.0
9758,U1723,2068,Landline Phone,Smart Home,wishlist,4.1,0,2024-08-23,
9759,U0435,3032,Tankless Water Heater,Bathroom,view,,0,2023-06-24,35.0
9760,U0379,3057,Knitting Machine,Hobby,add_to_cart,,0,2023-09-23,
9761,U0815,3003,Smart Bulb,Smart Home,view,,0,2023-12-05,208.0
9762,U1807,1302,Landline Phone,Smart Home,purchase,3.3,1,2024-08-28,
9763,U1191,3922,Cold Press Juicer,Kitchen,view,,0,2023-07-11,209.0
9764,U1303,3454,Sprinkler System,Tools,view,,0,2024-08-08,81.0
9765,U1477,4279,Iron,Laundry,view,,0,2023-08-11,124.0
9766,U0809,3015,Iron,Laundry,view,,0,2023-12-10,323.0
9767,U0195,3194,Label Maker,Tools,add_to_cart,,0,2024-05-27,
