User_ID,Age_Group,Gender,Occupation,City,Home_Type,Budget_Preference,Smart_Home_Interest,Eco_Conscious,Preferred_Category
U0631,36-45,Male,Student,Ahmedabad,Apartment,Mid-Range,Yes,Yes,Kitchen
U0632,46-55,Male,Working Professional,Chennai,Villa,Premium,No,No,Power
U0633,18-25,Female,Retired,Ahmedabad,PG/Hostel,Premium,No,No,Fitness
U0634,26-35,Female,Student,Kolkata,PG/Hostel,Mid-Range,Yes,Yes,Climate
U0635,36-45,Female,Student,Bangalore,PG/Hostel,Budget,Yes,No,Power
U0636,36-45,Female,Homemaker,Mumbai,Independent House,Premium,Yes,No,Kitchen
U0637,18-25,Male,Working Professional,Bangalore,Apartment,Premium,No,Yes,Kitchen
U0638,26-35,Male,Student,Pune,Apartment,Budget,Yes,Yes,Climate
U0639,46-55,Male,Retired,Mumbai,Villa,Luxury,No,No,Fitness
U0640,36-45,Male,Working Professional,Mumbai,Independent House,Mid-Range,Yes,Yes,Tools
U0641,46-55,Male,Homemaker,Jaipur,Apartment,Premium,No,No,Decor
U0642,26-35,Male,Working Professional,Chennai,Apartment,Premium,Yes,Yes,Climate
U0643,46-55,Male,Retired,Mumbai,Villa,Mid-Range,No,No,Outdoor
U0644,26-35,Male,Working Professional,Hyderabad,Independent House,Premium,Yes,Yes,Outdoor
U0645,55+,Male,Homemaker,Ahmedabad,Independent House,Mid-Range,No,Yes,Pet
U0646,18-25,Female,Business Owner,Ahmedabad,Apartment,Luxury,No,Yes,Pet
U0647,36-45,Male,Homemaker,Pune,Independent House,Mid-Range,No,Yes,Cleaning
U0648,26-35,Female,Homemaker,Chennai,PG/Hostel,Mid-Range,No,Yes,Decor
U0649,36-45,Male,Working Professional,Bangalore,PG/Hostel,Mid-Range,No,No,Kitchen
U0650,26-35,Male,Working Professional,Jaipur,Apartment,Premium,Yes,No,Laundry
U0651,36-45,Female,Student,Kolkata,Apartment,Budget,No,Yes,Climate
U0652,18-25,Male,Working Professional,Ahmedabad,Apartment,Mid-Range,Yes,Yes,Power
U0653,36-45,Female,Student,Delhi,Apartment,Budget,No,Yes,Personal Care
U0654,26-35,Male,Homemaker,Hyderabad,Apartment,Mid-Range,Yes,Yes,Fitness
U0655,26-35,Female,Working Professional,Bangalore,Apartment,Mid-Range,No,Yes,Kitchen
U0656,46-55,Male,Business Owner,Kolkata,Villa,Premium,Yes,No,Decor
U0657,26-35,Male,Retired,Ahmedabad,Independent House,Luxury,No,Yes,Bathroom
U0658,26-35,Female,Working Professional,Delhi,Independent House,Premium,Yes,Yes,Hobby
U0659,18-25,Female,Student,Lucknow,Independent House,Budget,No,No,Networking
U0660,55+,Female,Homemaker,Chennai,Independent House,Premium,Yes,No,Climate
U0661,26-35,Female,Student,Bangalore,Independent House,Budget,Yes,Yes,Pet
U0662,18-25,Female,Working Professional,Kolkata,Independent House,Mid-Range,No,Yes,Laundry
U0663,26-35,Male,Working Professional,Ahmedabad,Apartment,Mid-Range,No,No,Security
U0664,26-35,Female,Student,Chennai,Apartment,Mid-Range,Yes,No,Hobby
U0665,46-55,Male,Business Owner,Bangalore,Independent House,Premium,Yes,No,Smart Home
U0666,26-35,Male,Business Owner,Kolkata,Independent House,Luxury,No,Yes,Cleaning
U0667,36-45,Male,Working Professional,Kolkata,Independent House,Mid-Range,No,No,Networking
U0668,36-45,Female,Working Professional,Jaipur,Apartment,Mid-Range,No,Yes,Bathroom
U0669,36-45,Female,Working Professional,Bangalore,Apartment,Premium,No,No,Security
U0670,26-35,Male,Student,Hyderabad,Independent House,Budget,No,Yes,Power
U0671,26-35,Male,Business Owner,Mumbai,Apartment,Premium,Yes,No,Tools
U0672,26-35,Male,Student,Pune,Apartment,Mid-Range,No,Yes,Hobby
U0673,26-35,Female,Working Professional,Hyderabad,Independent House,Mid-Range,Yes,Yes,Personal Care
U0674,18-25,Other,Working Professional,Lucknow,Independent House,Premium,Yes,Yes,Decor
U0675,36-45,Female,Working Professional,Chennai,PG/Hostel,Mid-Range,Yes,Yes,Tools
U0676,36-45,Male,Retired,Hyderabad,Apartment,Mid-Range,No,Yes,Fitness
U0677,46-55,Male,Business Owner,Mumbai,Apartment,Premium,Yes,Yes,Personal Care
U0678,18-25,Female,Working Professional,Hyderabad,Independent House,Mid-Range,Yes,No,Outdoor
U0679,26-35,Male,Working Professional,Kolkata,Apartment,Premium,No,No,Cleaning
U0680,36-45,Female,Retired,Hyderabad,Apartment,Premium,No,No,Pet
U0681,46-55,Female,Business Owner,Mumbai,Independent House,Premium,Yes,No,Networking
U0682,26-35,Male,Working Professional,Chennai,Apartment,Premium,Yes,Yes,Smart Home
U0683,26-35,Female,Working Professional,Pune,Independent House,Premium,No,Yes,Outdoor
U0684,18-25,Female,Retired,Bangalore,PG/Hostel,Mid-Range,No,Yes,Power
U0685,55+,Other,Working Professional,Pune,Apartment,Premium,Yes,No,Climate
U0686,26-35,Male,Working Professional,Chennai,Apartment,Premium,No,Yes,Power
U0687,36-45,Female,Business Owner,Pune,Apartment,Premium,No,Yes,Climate
U0688,46-55,Male,Homemaker,Jaipur,Independent House,Premium,Yes,Yes,Personal Care
U0689,26-35,Female,Working Professional,Delhi,Apartment,Premium,Yes,No,Personal Care
U0690,26-35,Female,Business Owner,Delhi,Apartment,Luxury,Yes,Yes,Outdoor
U0691,18-25,Female,Student,Pune,Apartment,Mid-Range,Yes,Yes,Cleaning
U0692,18-25,Female,Retired,Ahmedabad,Apartment,Mid-Range,Yes,Yes,Kitchen
U0693,36-45,Male,Homemaker,Hyderabad,Apartment,Premium,No,No,Pet
U0694,46-55,Female,Working Professional,Kolkata,Apartment,Premium,Yes,No,Entertainment
U0695,18-25,Male,Student,Pune,Apartment,Budget,Yes,Yes,Cleaning
U0696,18-25,Other,Business Owner,Pune,PG/Hostel,Premium,No,Yes,Kitchen
U0697,46-55,Other,Working Professional,Pune,Apartment,Premium,Yes,Yes,Power
U0698,55+,Female,Retired,Ahmedabad,Villa,Mid-Range,No,No,Personal Care
U0699,36-45,Male,Working Professional,Ahmedabad,Independent House,Mid-Range,No,No,Entertainment
U0700,18-25,Other,Homemaker,Kolkata,Apartment,Premium,No,No,Pet
U0701,46-55,Female,Business Owner,Mumbai,Villa,Premium,Yes,No,Security
U0702,36-45,Female,Retired,Jaipur,Apartment,Premium,Yes,No,Laundry
U0703,26-35,Male,Homemaker,Pune,Independent House,Mid-Range,Yes,Yes,Bathroom
U0704,36-45,Female,Student,Bangalore,PG/Hostel,Mid-Range,Yes,Yes,Outdoor
U0705,26-35,Male,Student,Jaipur,Apartment,Mid-Range,Yes,Yes,Entertainment
U0706,55+,Female,Working Professional,Ahmedabad,Apartment,Premium,Yes,Yes,Pet
U0707,26-35,Female,Business Owner,Hyderabad,Apartment,Premium,Yes,No,Tools
U0708,26-35,Female,Student,Lucknow,Independent House,Budget,Yes,Yes,Power
U0709,18-25,Male,Working Professional,Chennai,Villa,Premium,No,Yes,Power
U0710,55+,Female,Student,Mumbai,Apartment,Budget,Yes,Yes,Cleaning
U0711,26-35,Female,Homemaker,Delhi,Villa,Premium,No,Yes,Entertainment
U0712,36-45,Female,Working Professional,Mumbai,Apartment,Mid-Range,Yes,No,Bathroom
U0713,36-45,Female,Working Professional,Lucknow,Apartment,Premium,Yes,Yes,Hobby
U0714,18-25,Male,Business Owner,Chennai,Independent House,Premium,Yes,Yes,Tools
U0715,26-35,Male,Student,Chennai,Apartment,Budget,No,No,Networking
U0716,46-55,Female,Working Professional,Chennai,Independent House,Premium,Yes,No,Tools
U0717,26-35,Female,Homemaker,Pune,PG/Hostel,Premium,Yes,Yes,Kitchen
U0718,26-35,Female,Working Professional,Lucknow,Villa,Mid-Range,Yes,Yes,Kitchen
U0719,46-55,Female,Working Professional,Delhi,Independent House,Mid-Range,No,No,Cleaning
U0720,26-35,Female,Working Professional,Chennai,Apartment,Premium,Yes,Yes,Personal Care
U0721,26-35,Male,Business Owner,Chennai,Apartment,Premium,Yes,No,Fitness
U0722,18-25,Female,Retired,Delhi,Apartment,Luxury,Yes,No,Power
U0723,46-55,Male,Business Owner,Bangalore,Independent House,Premium,No,Yes,Networking
U0724,46-55,Male,Homemaker,Lucknow,PG/Hostel,Premium,Yes,No,Networking
U0725,36-45,Male,Working Professional,Bangalore,Apartment,Premium,Yes,Yes,Cleaning
U0726,18-25,Male,Homemaker,Kolkata,Apartment,Premium,No,Yes,Fitness
U0727,36-45,Other,Student,Delhi,Apartment,Budget,Yes,No,Personal Care
U0728,26-35,Male,Working Professional,Kolkata,Apartment,Mid-Range,No,Yes,Cleaning
U0729,36-45,Male,Retired,Lucknow,Independent House,Mid-Range,No,Yes,Security
U0730,36-45,Male,Business Owner,Ahmedabad,Apartment,Premium,No,Yes,Fitness
U0731,26-35,Female,Homemaker,Mumbai,Apartment,Premium,Yes,No,Security
U0732,26-35,Female,Business Owner,Pune,Villa,Premium,Yes,No,Hobby
U0733,46-55,Female,Working Professional,Hyderabad,Independent House,Premium,Yes,No,Pet
U0734,18-25,Female,Working Professional,Jaipur,Apartment,Mid-Range,No,Yes,Security
U0735,46-55,Female,Homemaker,Jaipur,Apartment,Mid-Range,No,No,Personal Care
U0736,26-35,Male,Homemaker,Ahmedabad,Independent House,Mid-Range,Yes,Yes,Decor
U0737,46-55,Female,Student,Jaipur,Independent House,Budget,Yes,No,Pet
U0738,26-35,Female,Retired,Delhi,Independent House,Mid-Range,No,No,Cleaning
U0739,36-45,Female,Working Professional,Ahmedabad,Independent House,Mid-Range,Yes,Yes,Climate
U0740,36-45,Male,Business Owner,Delhi,PG/Hostel,Premium,Yes,Yes,Security
U0741,18-25,Male,Working Professional,Lucknow,Villa,Mid-Range,No,Yes,Bathroom
U0742,46-55,Female,Homemaker,Ahmedabad,Independent House,Mid-Range,No,Yes,Power
U0743,55+,Male,Working Professional,Ahmedabad,Apartment,Mid-Range,Yes,No,Climate
U0744,46-55,Male,Homemaker,Ahmedabad,Apartment,Premium,Yes,No,Laundry
U0745,46-55,Female,Student,Pune,Villa,Budget,Yes,No,Outdoor
U0746,26-35,Female,Working Professional,Delhi,PG/Hostel,Premium,Yes,Yes,Entertainment
U0747,36-45,Male,Retired,Kolkata,Independent House,Luxury,Yes,No,Tools
U0748,36-45,Male,Business Owner,Kolkata,PG/Hostel,Premium,Yes,No,Tools
U0749,36-45,Male,Working Professional,Delhi,PG/Hostel,Premium,No,Yes,Hobby
U0750,18-25,Male,Working Professional,Ahmedabad,PG/Hostel,Premium,Yes,No,Entertainment
U0751,36-45,Male,Business Owner,Mumbai,Independent House,Luxury,Yes,Yes,Fitness
U0752,36-45,Female,Business Owner,Jaipur,Apartment,Luxury,No,No,Personal Care
U0753,36-45,Female,Student,Delhi,Apartment,Budget,Yes,No,Smart Home
U0754,26-35,Female,Working Professional,Kolkata,Apartment,Premium,No,No,Laundry
U0755,36-45,Male,Working Professional,Kolkata,PG/Hostel,Premium,No,No,Cleaning
U0756,26-35,Female,Working Professional,Bangalore,Apartment,Mid-Range,Yes,No,Bathroom
U0757,18-25,Female,Working Professional,Jaipur,Independent House,Premium,No,No,Tools
U0758,36-45,Male,Homemaker,Hyderabad,Apartment,Mid-Range,No,Yes,Networking
U0759,46-55,Male,Student,Bangalore,Apartment,Budget,Yes,No,Smart Home
U0760,26-35,Male,Retired,Delhi,Independent House,Luxury,No,Yes,Fitness
U0761,18-25,Male,Retired,Jaipur,Apartment,Luxury,No,No,Security
U0762,36-45,Male,Homemaker,Mumbai,Apartment,Mid-Range,Yes,Yes,Power
U0763,26-35,Male,Working Professional,Chennai,Independent House,Mid-Range,No,Yes,Outdoor
U0764,26-35,Female,Working Professional,Bangalore,Villa,Premium,No,No,Outdoor
U0765,36-45,Male,Student,Jaipur,Villa,Budget,Yes,No,Hobby
U0766,26-35,Female,Student,Jaipur,Independent House,Budget,Yes,Yes,Outdoor
U0767,36-45,Male,Working Professional,Kolkata,Villa,Mid-Range,Yes,No,Smart Home
U0768,26-35,Female,Homemaker,Mumbai,Independent House,Mid-Range,No,Yes,Cleaning
U0769,26-35,Female,Working Professional,Pune,PG/Hostel,Mid-Range,No,Yes,Tools
U0770,55+,Male,Student,Chennai,Villa,Budget,Yes,No,Kitchen
U0771,36-45,Male,Business Owner,Bangalore,Independent House,Premium,No,Yes,Power
U0772,36-45,Male,Homemaker,Chennai,Apartment,Premium,No,Yes,Decor
U0773,36-45,Male,Working Professional,Pune,Villa,Mid-Range,Yes,No,Power
U0774,26-35,Male,Business Owner,Pune,Independent House,Premium,Yes,No,Outdoor
U0775,55+,Male,Student,Lucknow,Apartment,Mid-Range,Yes,Yes,Smart Home
U0776,18-25,Female,Homemaker,Bangalore,Apartment,Mid-Range,No,No,Personal Care
U0777,26-35,Female,Working Professional,Jaipur,Apartment,Premium,Yes,Yes,Laundry
U0778,36-45,Female,Homemaker,Pune,Apartment,Mid-Range,Yes,Yes,Bathroom
U0779,36-45,Male,Student,Jaipur,PG/Hostel,Mid-Range,No,No,Security
U0780,36-45,Male,Student,Pune,Apartment,Budget,Yes,No,Laundry
U0781,26-35,Male,Working Professional,Pune,Independent House,Mid-Range,Yes,No,Hobby
U0782,36-45,Female,Homemaker,Chennai,Apartment,Premium,No,Yes,Bathroom
U0783,55+,Female,Business Owner,Jaipur,PG/Hostel,Luxury,No,No,Power
U0784,55+,Male,Working Professional,Hyderabad,Independent House,Premium,Yes,Yes,Hobby
U0785,36-45,Female,Homemaker,Jaipur,Apartment,Mid-Range,No,No,Tools
U0786,26-35,Female,Retired,Hyderabad,Independent House,Luxury,No,Yes,Hobby
U0787,26-35,Female,Working Professional,Jaipur,Independent House,Mid-Range,No,No,Fitness
U0788,46-55,Female,Working Professional,Bangalore,Apartment,Mid-Range,Yes,No,Power
U0789,36-45,Male,Working Professional,Delhi,Independent House,Mid-Range,Yes,No,Kitchen
U0790,55+,Female,Student,Chennai,Apartment,Budget,Yes,No,Pet
U0791,26-35,Male,Student,Pune,Independent House,Mid-Range,Yes,No,Security
U0792,18-25,Female,Working Professional,Lucknow,Apartment,Mid-Range,Yes,No,Networking
U0793,46-55,Female,Working Professional,Chennai,Apartment,Mid-Range,No,Yes,Kitchen
U0794,18-25,Male,Student,Ahmedabad,Apartment,Mid-Range,Yes,No,Security
U0795,36-45,Female,Business Owner,Bangalore,Independent House,Luxury,Yes,Yes,Pet
U0796,18-25,Male,Working Professional,Bangalore,Apartment,Premium,Yes,No,Networking
U0797,36-45,Male,Working Professional,Jaipur,Apartment,Mid-Range,No,Yes,Power
U0798,46-55,Male,Business Owner,Lucknow,Villa,Premium,Yes,No,Kitchen
U0799,55+,Male,Working Professional,Hyderabad,Independent House,Premium,No,No,Networking
U0800,55+,Male,Business Owner,Kolkata,Apartment,Premium,No,No,Entertainment
U0801,36-45,Male,Working Professional,Bangalore,PG/Hostel,Mid-Range,Yes,No,Tools
U0802,36-45,Female,Business Owner,Bangalore,Independent House,Premium,No,No,Power
U0803,26-35,Male,Homemaker,Jaipur,Independent House,Premium,Yes,No,Decor
U0804,18-25,Male,Homemaker,Hyderabad,Apartment,Mid-Range,No,Yes,Smart Home
U0805,18-25,Female,Student,Bangalore,Independent House,Mid-Range,No,Yes,Outdoor
U0806,36-45,Male,Student,Hyderabad,Apartment,Budget,Yes,Yes,Outdoor
U0807,18-25,Male,Business Owner,Lucknow,Apartment,Premium,Yes,No,Fitness
U0808,18-25,Female,Working Professional,Mumbai,Independent House,Mid-Range,Yes,No,Fitness
U0809,26-35,Male,Student,Pune,Apartment,Mid-Range,Yes,No,Climate
U0810,26-35,Female,Retired,Ahmedabad,Independent House,Premium,No,Yes,Hobby
U0811,26-35,Female,Working Professional,Lucknow,Independent House,Mid-Range,Yes,Yes,Entertainment
U0812,36-45,Female,Student,Chennai,Apartment,Budget,No,No,Kitchen
U0813,46-55,Female,Homemaker,Jaipur,Apartment,Mid-Range,No,No,Pet
U0814,36-45,Male,Student,Mumbai,Apartment,Budget,Yes,No,Climate
U0815,36-45,Male,Working Professional,Pune,PG/Hostel,Mid-Range,Yes,No,Outdoor
U0816,26-35,Male,Working Professional,Ahmedabad,Apartment,Mid-Range,Yes,Yes,Networking
U0817,46-55,Male,Student,Hyderabad,Independent House,Budget,No,No,Personal Care
U0818,36-45,Male,Homemaker,Ahmedabad,Apartment,Mid-Range,Yes,No,Entertainment
U0819,36-45,Female,Working Professional,Pune,PG/Hostel,Premium,Yes,No,Laundry
U0820,46-55,Male,Working Professional,Chennai,PG/Hostel,Mid-Range,Yes,Yes,Tools
U0821,26-35,Female,Working Professional,Kolkata,PG/Hostel,Premium,Yes,Yes,Power
U0822,26-35,Male,Student,Pune,PG/Hostel,Budget,Yes,No,Decor
U0823,55+,Male,Working Professional,Lucknow,PG/Hostel,Premium,Yes,Yes,Pet
U0824,26-35,Other,Working Professional,Lucknow,Apartment,Premium,Yes,No,Bathroom
U0825,36-45,Male,Student,Kolkata,PG/Hostel,Mid-Range,No,Yes,Pet
U0826,26-35,Female,Retired,Pune,Apartment,Premium,No,Yes,Security
U0827,26-35,Male,Working Professional,Ahmedabad,Apartment,Mid-Range,Yes,Yes,Decor
U0828,26-35,Female,Working Professional,Bangalore,Independent House,Mid-Range,Yes,Yes,Hobby
U0829,36-45,Male,Student,Kolkata,Independent House,Budget,No,No,Climate
U0830,26-35,Female,Student,Ahmedabad,PG/Hostel,Mid-Range,Yes,Yes,Fitness
U0831,36-45,Female,Student,Hyderabad,Independent House,Budget,Yes,No,Personal Care
U0832,46-55,Female,Homemaker,Jaipur,Independent House,Mid-Range,Yes,No,Power
U0833,18-25,Female,Homemaker,Chennai,Independent House,Mid-Range,No,Yes,Pet
U0834,18-25,Female,Working Professional,Chennai,Independent House,Mid-Range,No,Yes,Climate
U0835,55+,Female,Homemaker,Bangalore,Independent House,Premium,Yes,No,Entertainment
U0836,46-55,Female,Working Professional,Lucknow,Apartment,Mid-Range,Yes,Yes,Smart Home
U0837,26-35,Male,Homemaker,Lucknow,Apartment,Premium,No,Yes,Pet
U0838,26-35,Male,Working Professional,Delhi,Apartment,Mid-Range,Yes,Yes,Bathroom
U0839,55+,Male,Working Professional,Bangalore,Apartment,Premium,Yes,Yes,Power
U0840,36-45,Female,Working Professional,Delhi,Independent House,Mid-Range,Yes,Yes,Security
U0841,46-55,Female,Working Professional,Jaipur,Apartment,Premium,Yes,No,Bathroom
U0842,55+,Male,Homemaker,Hyderabad,Apartment,Premium,No,No,Pet
U0843,18-25,Male,Homemaker,Lucknow,Independent House,Premium,No,No,Hobby
U0844,26-35,Female,Homemaker,Bangalore,PG/Hostel,Premium,Yes,No,Kitchen
U0845,46-55,Male,Working Professional,Lucknow,Independent House,Premium,No,No,Tools
U0846,26-35,Male,Working Professional,Mumbai,Apartment,Mid-Range,Yes,Yes,Security
U0847,18-25,Male,Business Owner,Hyderabad,Independent House,Luxury,No,Yes,Networking
U0848,18-25,Male,Homemaker,Bangalore,PG/Hostel,Mid-Range,No,Yes,Decor
U0849,46-55,Female,Working Professional,Lucknow,Villa,Premium,Yes,Yes,Pet
U0850,46-55,Male,Business Owner,Kolkata,Independent House,Premium,Yes,No,Personal Care
U0851,18-25,Other,Student,Jaipur,Apartment,Mid-Range,Yes,Yes,Outdoor
U0852,36-45,Female,Business Owner,Kolkata,Villa,Luxury,No,No,Hobby
U0853,26-35,Male,Student,Ahmedabad,Apartment,Budget,No,No,Hobby
U0854,18-25,Female,Working Professional,Jaipur,Independent House,Mid-Range,Yes,Yes,Power
U0855,26-35,Male,Homemaker,Kolkata,Apartment,Mid-Range,No,Yes,Kitchen
U0856,46-55,Female,Homemaker,Ahmedabad,Apartment,Mid-Range,No,No,Kitchen
U0857,46-55,Female,Homemaker,Hyderabad,Independent House,Premium,Yes,No,Pet
U0858,46-55,Female,Homemaker,Lucknow,Villa,Premium,No,Yes,Power
U0859,46-55,Female,Working Professional,Ahmedabad,Apartment,Mid-Range,Yes,Yes,Bathroom
U0860,26-35,Female,Homemaker,Hyderabad,Villa,Premium,Yes,Yes,Bathroom
U0861,26-35,Male,Working Professional,Lucknow,Villa,Mid-Range,Yes,Yes,Laundry
U0862,55+,Female,Homemaker,Bangalore,Independent House,Mid-Range,Yes,Yes,Pet
U0863,36-45,Male,Student,Kolkata,Independent House,Mid-Range,Yes,Yes,Security
U0864,36-45,Female,Working Professional,Delhi,Apartment,Mid-Range,Yes,No,Networking
U0865,36-45,Female,Homemaker,Chennai,Independent House,Premium,Yes,No,Cleaning
U0866,26-35,Female,Student,Lucknow,Independent House,Mid-Range,Yes,Yes,Bathroom
U0867,18-25,Male,Homemaker,Jaipur,Independent House,Mid-Range,Yes,Yes,Hobby
U0868,46-55,Male,Student,Jaipur,PG/Hostel,Mid-Range,No,No,Cleaning
U0869,36-45,Female,Homemaker,Lucknow,PG/Hostel,Premium,No,Yes,Smart Home
U0870,55+,Female,Working Professional,Ahmedabad,Apartment,Premium,No,No,Climate
U0871,18-25,Male,Working Professional,Chennai,Villa,Mid-Range,Yes,Yes,Laundry
U0872,36-45,Male,Homemaker,Pune,Apartment,Mid-Range,No,Yes,Security
U0873,18-25,Male,Working Professional,Hyderabad,Independent House,Premium,Yes,Yes,Smart Home
U0874,46-55,Female,Business Owner,Jaipur,Apartment,Premium,No,No,Networking
U0875,46-55,Male,Business Owner,Lucknow,Independent House,Premium,Yes,No,Tools
U0876,26-35,Other,Business Owner,Hyderabad,Apartment,Luxury,Yes,Yes,Decor
U0877,46-55,Other,Homemaker,Hyderabad,Independent House,Mid-Range,Yes,Yes,Networking
U0878,46-55,Male,Student,Delhi,Apartment,Budget,Yes,Yes,Climate
U0879,55+,Female,Business Owner,Jaipur,Villa,Premium,No,No,Networking
U0880,18-25,Male,Working Professional,Ahmedabad,Apartment,Premium,No,No,Decor
U0881,26-35,Male,Working Professional,Bangalore,Apartment,Premium,No,No,Decor
U0882,18-25,Other,Student,Hyderabad,PG/Hostel,Mid-Range,No,Yes,Bathroom
U0883,55+,Male,Working Professional,Ahmedabad,PG/Hostel,Premium,No,Yes,Networking
U0884,26-35,Male,Working Professional,Bangalore,Apartment,Premium,Yes,Yes,Bathroom
U0885,26-35,Female,Working Professional,Pune,Apartment,Premium,Yes,Yes,Tools
U0886,26-35,Male,Business Owner,Lucknow,Apartment,Luxury,Yes,Yes,Decor
U0887,46-55,Male,Student,Jaipur,Independent House,Budget,Yes,Yes,Smart Home
U0888,26-35,Female,Working Professional,Bangalore,Apartment,Premium,Yes,Yes,Networking
U0889,36-45,Male,Working Professional,Kolkata,Independent House,Premium,Yes,Yes,Entertainment
U0890,26-35,Male,Working Professional,Delhi,Independent House,Mid-Range,No,No,Fitness
U0891,26-35,Male,Business Owner,Hyderabad,Apartment,Luxury,Yes,No,Entertainment
U0892,26-35,Female,Homemaker,Mumbai,Independent House,Premium,Yes,Yes,Bathroom
U0893,46-55,Male,Business Owner,Ahmedabad,Independent House,Luxury,Yes,No,Power
U0894,46-55,Female,Retired,Delhi,Apartment,Premium,No,Yes,Decor
U0895,18-25,Female,Working Professional,Delhi,Independent House,Premium,Yes,Yes,Networking
U0896,26-35,Male,Business Owner,Jaipur,PG/Hostel,Luxury,Yes,No,Networking
U0897,26-35,Male,Working Professional,Kolkata,PG/Hostel,Mid-Range,Yes,No,Tools
U0898,18-25,Female,Working Professional,Chennai,Apartment,Mid-Range,Yes,Yes,Climate
U0899,36-45,Female,Working Professional,Delhi,Independent House,Premium,Yes,Yes,Entertainment
U0900,26-35,Male,Working Professional,Pune,Independent House,Mid-Range,Yes,Yes,Pet
U0901,18-25,Male,Working Professional,Delhi,Apartment,Mid-Range,Yes,Yes,Smart Home
U0902,26-35,Female,Working Professional,Chennai,Apartment,Premium,Yes,Yes,Cleaning
U0903,55+,Female,Retired,Lucknow,Apartment,Premium,No,No,Personal Care
U0904,26-35,Male,Business Owner,Mumbai,Apartment,Premium,Yes,Yes,Decor
U0905,36-45,Female,Business Owner,Hyderabad,Apartment,Premium,Yes,Yes,Kitchen
U0906,36-45,Male,Working Professional,Jaipur,PG/Hostel,Premium,Yes,No,Bathroom
U0907,26-35,Male,Working Professional,Delhi,PG/Hostel,Mid-Range,Yes,Yes,Pet
U0908,46-55,Female,Homemaker,Hyderabad,Apartment,Premium,Yes,Yes,Entertainment
U0909,26-35,Male,Working Professional,Jaipur,Independent House,Mid-Range,No,Yes,Networking
U0910,55+,Male,Student,Ahmedabad,Apartment,Mid-Range,Yes,No,Decor
U0911,26-35,Male,Business Owner,Bangalore,Independent House,Luxury,No,No,Personal Care
U0912,46-55,Female,Student,Lucknow,Apartment,Mid-Range,Yes,No,Outdoor
U0913,36-45,Female,Retired,Ahmedabad,Apartment,Premium,No,No,Cleaning
U0914,46-55,Male,Student,Pune,Apartment,Mid-Range,Yes,Yes,Security
U0915,26-35,Female,Working Professional,Jaipur,Villa,Mid-Range,No,No,Networking
U0916,36-45,Male,Working Professional,Ahmedabad,Apartment,Premium,Yes,No,Climate
U0917,36-45,Female,Working Professional,Chennai,Apartment,Premium,Yes,Yes,Outdoor
U0918,18-25,Male,Working Professional,Mumbai,Apartment,Mid-Range,Yes,Yes,Fitness
U0919,36-45,Female,Student,Hyderabad,Apartment,Mid-Range,Yes,No,Pet
U0920,18-25,Female,Working Professional,Hyderabad,Apartment,Premium,Yes,Yes,Laundry
U0921,46-55,Female,Student,Chennai,Apartment,Mid-Range,No,No,Decor
U0922,36-45,Female,Working Professional,Hyderabad,Apartment,Premium,No,Yes,Outdoor
U0923,18-25,Female,Student,Ahmedabad,Independent House,Budget,No,Yes,Climate
U0924,46-55,Male,Working Professional,Pune,Apartment,Mid-Range,Yes,Yes,Security
U0925,55+,Female,Homemaker,Delhi,Apartment,Mid-Range,Yes,Yes,Cleaning
U0926,36-45,Male,Homemaker,Hyderabad,PG/Hostel,Mid-Range,Yes,Yes,Tools
U0927,55+,Female,Business Owner,Kolkata,Apartment,Luxury,Yes,No,Networking
U0928,26-35,Male,Retired,Mumbai,Independent House,Premium,No,No,Entertainment
U0929,36-45,Other,Homemaker,Chennai,Apartment,Mid-Range,No,Yes,Climate
U0930,26-35,Male,Student,Hyderabad,Apartment,Budget,No,Yes,Pet
U0931,26-35,Female,Business Owner,Delhi,Apartment,Premium,No,No,Pet
U0932,26-35,Male,Retired,Hyderabad,Apartment,Premium,No,Yes,Cleaning
U0933,18-25,Male,Homemaker,Jaipur,Villa,Mid-Range,No,Yes,Pet
U0934,26-35,Male,Working Professional,Pune,Independent House,Premium,Yes,No,Bathroom
U0935,36-45,Female,Homemaker,Chennai,Independent House,Mid-Range,No,Yes,Networking
U0936,55+,Female,Business Owner,Hyderabad,Apartment,Premium,No,Yes,Fitness
U0937,18-25,Female,Working Professional,Mumbai,Apartment,Premium,Yes,Yes,Hobby
U0938,26-35,Female,Business Owner,Hyderabad,Villa,Luxury,Yes,Yes,Climate
U0939,26-35,Male,Homemaker,Pune,Apartment,Mid-Range,No,Yes,Climate
U0940,18-25,Male,Working Professional,Lucknow,PG/Hostel,Mid-Range,Yes,No,Power
U0941,18-25,Female,Homemaker,Pune,Apartment,Mid-Range,No,No,Hobby
U0942,26-35,Female,Working Professional,Ahmedabad,Apartment,Mid-Range,Yes,No,Networking
U0943,18-25,Female,Student,Hyderabad,Villa,Mid-Range,Yes,Yes,Entertainment
U0944,26-35,Female,Homemaker,Mumbai,Villa,Premium,No,Yes,Outdoor
U0945,46-55,Female,Working Professional,Hyderabad,PG/Hostel,Premium,Yes,No,Smart Home
U0946,26-35,Male,Working Professional,Chennai,PG/Hostel,Premium,No,Yes,Personal Care
U0947,46-55,Female,Student,Jaipur,Independent House,Budget,Yes,Yes,Decor
U0948,18-25,Male,Retired,Pune,Apartment,Luxury,No,No,Bathroom
